fire_intensity,nearest_fire_km,num_fires_past_days,et_mm,et_rolling_mean_3d,et_rolling_mean_7d,lat,lon,date,SERI,SERI_band
0.9409090909090907,31.786075446617566,11,0,0.0,0.0,37.5,-120.8,2025-11-08,27.332615275898426,MODERATE
